book.delta.v1.0.2.10.1,book.delta.v1.0.2.10.5,book.delta.v1.0.2.2.1,book.delta.v2.0.2.10.5,book.imbalance.0.2.10.1,book.imbalance.0.2.5.1,trade.indicator.v1.0.2.5.1.power,trade.indicator.v1.0.2.5.1.sqrt,trade.indicator.v1.0.2.5.5.power,trade.indicator.v1.0.2.5.5.sqrt
0.000001586985943,0.000007959134745,0.000004449197147,0.000009268379825,0.000000013095213,0.000000004226364,0.000086526384829,0.000019249819467,0.000030505070808,0.000061550447995
