Unnamed: 0,price,quantity,type,timestamp
,4802000.0,0.0301,0.0,2024-04-14 00:00:03.610634
,4801000.0,3.001,0.0,2024-04-14 00:00:03.610634
,4800000.0,3.0,0.0,2024-04-14 00:00:03.610634
,4799000.0,21.8027,0.0,2024-04-14 00:00:03.610634
,4798000.0,7.302,0.0,2024-04-14 00:00:03.610634
,4803000.0,0.0171,1.0,2024-04-14 00:00:03.610634
,4804000.0,3.3073,1.0,2024-04-14 00:00:03.610634
,4805000.0,0.1262,1.0,2024-04-14 00:00:03.610634
,4806000.0,3.7741,1.0,2024-04-14 00:00:03.610634
,4808000.0,4.9309,1.0,2024-04-14 00:00:03.610634
,4803000.0,0.0607,0.0,2024-04-14 00:00:08.413347
,4802000.0,0.0253,0.0,2024-04-14 00:00:08.413347
,4801000.0,6.301,0.0,2024-04-14 00:00:08.413347
,4800000.0,4.0,0.0,2024-04-14 00:00:08.413347
,4799000.0,21.5937,0.0,2024-04-14 00:00:08.413347
,4804000.0,0.0073,1.0,2024-04-14 00:00:08.413347
,4805000.0,3.4262,1.0,2024-04-14 00:00:08.413347
,4806000.0,3.6719,1.0,2024-04-14 00:00:08.413347
,4807000.0,0.2284,1.0,2024-04-14 00:00:08.413347
,4808000.0,4.9329,1.0,2024-04-14 00:00:08.413347
,4803000.0,21.0,0.0,2024-04-14 00:00:13.396054
,4802000.0,1.1165,0.0,2024-04-14 00:00:13.396054
,4801000.0,3.301,0.0,2024-04-14 00:00:13.396054
,4800000.0,3.0,0.0,2024-04-14 00:00:13.396054
,4799000.0,19.0,0.0,2024-04-14 00:00:13.396054
,4805000.0,3.343,1.0,2024-04-14 00:00:13.396054
,4806000.0,0.3719,1.0,2024-04-14 00:00:13.396054
,4807000.0,1.0849,1.0,2024-04-14 00:00:13.396054
,4808000.0,11.2309,1.0,2024-04-14 00:00:13.396054
,4809000.0,9.5564,1.0,2024-04-14 00:00:13.396054
,4803000.0,21.0,0.0,2024-04-14 00:00:18.385533
,4802000.0,1.0435,0.0,2024-04-14 00:00:18.385533
,4801000.0,3.301,0.0,2024-04-14 00:00:18.385533
,4800000.0,3.0,0.0,2024-04-14 00:00:18.385533
,4799000.0,18.0,0.0,2024-04-14 00:00:18.385533
,4805000.0,3.7415,1.0,2024-04-14 00:00:18.385533
,4806000.0,0.3719,1.0,2024-04-14 00:00:18.385533
,4807000.0,1.0849,1.0,2024-04-14 00:00:18.385533
,4808000.0,11.2309,1.0,2024-04-14 00:00:18.385533
,4809000.0,10.5584,1.0,2024-04-14 00:00:18.385533
,4803000.0,21.0,0.0,2024-04-14 00:00:23.411851
,4802000.0,0.0253,0.0,2024-04-14 00:00:23.411851
,4801000.0,3.301,0.0,2024-04-14 00:00:23.411851
,4800000.0,3.0,0.0,2024-04-14 00:00:23.411851
,4799000.0,18.0,0.0,2024-04-14 00:00:23.411851
,4805000.0,3.7415,1.0,2024-04-14 00:00:23.411851
,4806000.0,0.3719,1.0,2024-04-14 00:00:23.411851
,4807000.0,1.0849,1.0,2024-04-14 00:00:23.411851
,4808000.0,11.2309,1.0,2024-04-14 00:00:23.411851
,4809000.0,10.5584,1.0,2024-04-14 00:00:23.411851
,4803000.0,15.0307,0.0,2024-04-14 00:00:28.394471
,4802000.0,0.0253,0.0,2024-04-14 00:00:28.394471
,4801000.0,0.001,0.0,2024-04-14 00:00:28.394471
,4798000.0,21.302,0.0,2024-04-14 00:00:28.394471
,4797000.0,3.0,0.0,2024-04-14 00:00:28.394471
,4804000.0,3.3,1.0,2024-04-14 00:00:28.394471
,4805000.0,1.536,1.0,2024-04-14 00:00:28.394471
,4806000.0,7.003,1.0,2024-04-14 00:00:28.394471
,4807000.0,3.0,1.0,2024-04-14 00:00:28.394471
,4808000.0,9.0331,1.0,2024-04-14 00:00:28.394471
,4803000.0,9.8316,0.0,2024-04-14 00:00:33.403757
,4802000.0,0.0253,0.0,2024-04-14 00:00:33.403757
,4801000.0,0.001,0.0,2024-04-14 00:00:33.403757
,4798000.0,21.302,0.0,2024-04-14 00:00:33.403757
,4797000.0,3.3313,0.0,2024-04-14 00:00:33.403757
,4804000.0,3.3,1.0,2024-04-14 00:00:33.403757
,4805000.0,3.7403,1.0,2024-04-14 00:00:33.403757
,4806000.0,4.5982,1.0,2024-04-14 00:00:33.403757
,4807000.0,4.0,1.0,2024-04-14 00:00:33.403757
