,price,quantity,type
0,99470000,0.001,0
1,99469000,0.0015,0
2,99459000,0.0057,0
3,99444000,0.0003,0
4,99439000,0.0657,0
5,99421000,0.0149,0
6,99420000,0.0777,0
7,99418000,0.0017,0
8,99417000,0.8353,0
9,99401000,0.0051,0
10,99482000,0.0012,1
11,99487000,0.0037,1
12,99488000,0.0002,1
13,99489000,0.0083,1
14,99490000,0.1005,1
15,99493000,0.0001,1
16,99497000,0.0002,1
17,99500000,0.3352,1
18,99503000,0.0589,1
19,99508000,0.0409,1
