,price,quantity,type
0,99714000,0.0647,0
1,99713000,0.0007,0
2,99712000,0.0563,0
3,99711000,0.01,0
4,99710000,0.01,0
5,99709000,0.7291,0
6,99701000,0.1002,0
7,99700000,0.0576,0
8,99692000,0.0553,0
9,99673000,0.001,0
10,99745000,0.0157,1
11,99750000,0.0602,1
12,99751000,0.0014,1
13,99760000,0.0503,1
14,99762000,0.0002,1
15,99770000,0.0503,1
16,99771000,0.0001,1
17,99775000,0.0029,1
18,99777000,0.0105,1
19,99780000,0.0566,1
