,price,quantity,type
0,99690000,0.0485,0
1,99664000,0.0202,0
2,99663000,0.0001,0
3,99660000,0.0602,0
4,99659000,0.01,0
5,99658000,0.0101,0
6,99657000,0.01,0
7,99656000,0.01,0
8,99655000,0.01,0
9,99650000,0.0003,0
10,99700000,0.0008,1
11,99701000,0.0575,1
12,99704000,0.0175,1
13,99705000,0.0188,1
14,99709000,0.0007,1
15,99711000,0.0594,1
16,99717000,0.0003,1
17,99718000,0.0005,1
18,99719000,0.0019,1
19,99720000,0.0037,1
