,price,quantity,type
0,99554000,0.0887,0
1,99551000,0.0001,0
2,99540000,0.005,0
3,99532000,0.001,0
4,99531000,0.0002,0
5,99530000,0.0492,0
6,99523000,0.005,0
7,99520000,0.005,0
8,99510000,0.005,0
9,99508000,0.0002,0
10,99555000,0.0001,1
11,99556000,0.308,1
12,99559000,0.0003,1
13,99572000,0.0576,1
14,99592000,0.1004,1
15,99596000,0.308,1
16,99599000,0.0502,1
17,99600000,0.0002,1
18,99606000,0.6,1
19,99623000,0.0001,1
