,price,quantity,type
0,99652000,0.4869,0
1,99609000,0.0046,0
2,99608000,0.0671,0
3,99606000,0.0354,0
4,99602000,0.0627,0
5,99597000,0.0001,0
6,99581000,0.0002,0
7,99580000,0.0636,0
8,99562000,0.1002,0
9,99558000,0.0599,0
10,99653000,0.9999,1
11,99655000,0.0117,1
12,99657000,0.0001,1
13,99660000,0.0001,1
14,99661000,0.0001,1
15,99663000,0.0592,1
16,99670000,0.0002,1
17,99671000,0.0018,1
18,99675000,0.0001,1
19,99680000,0.0006,1
