,price,quantity,type
0,99656000,0.0008,0
1,99655000,0.0057,0
2,99653000,0.001,0
3,99647000,0.0543,0
4,99627000,0.0286,0
5,99626000,0.0647,0
6,99610000,0.1003,0
7,99575000,0.6014,0
8,99550000,0.0001,0
9,99546000,0.6006,0
10,99700000,0.0087,1
11,99702000,0.1995,1
12,99704000,0.0001,1
13,99707000,0.0101,1
14,99709000,0.0001,1
15,99711000,0.0045,1
16,99713000,0.0698,1
17,99715000,0.0001,1
18,99718000,0.0001,1
19,99720000,0.0063,1
