,price,quantity,type
0,99559000,0.0056,0
1,99538000,0.0002,0
2,99498000,0.0541,0
3,99497000,0.018,0
4,99493000,0.0097,0
5,99491000,0.0504,0
6,99489000,0.0118,0
7,99488000,0.0139,0
8,99487000,0.0192,0
9,99486000,0.0243,0
10,99569000,0.012,1
11,99570000,0.1085,1
12,99574000,0.0095,1
13,99576000,0.0148,1
14,99577000,0.0108,1
15,99579000,0.3395,1
16,99580000,0.0264,1
17,99581000,0.011,1
18,99582000,0.0001,1
19,99583000,0.0332,1
