,price,quantity,type
0,99360000,0.4508,0
1,99353000,0.0017,0
2,99350000,0.0032,0
3,99347000,0.0459,0
4,99343000,0.0008,0
5,99341000,0.0004,0
6,99340000,0.0103,0
7,99338000,0.0189,0
8,99337000,0.2348,0
9,99335000,0.0114,0
10,99361000,0.0021,1
11,99379000,0.1394,1
12,99386000,0.0002,1
13,99388000,0.308,1
14,99390000,0.0223,1
15,99391000,0.01,1
16,99392000,0.0134,1
17,99393000,0.0212,1
18,99394000,0.0108,1
19,99396000,0.0039,1
