,price,quantity,type
0,99441000,0.0973,0
1,99439000,0.0022,0
2,99429000,0.0358,0
3,99427000,0.0015,0
4,99426000,0.0006,0
5,99425000,0.5031,0
6,99424000,0.5288,0
7,99423000,0.1006,0
8,99421000,0.0302,0
9,99420000,0.0204,0
10,99450000,0.0371,1
11,99461000,0.0002,1
12,99462000,0.308,1
13,99463000,0.0588,1
14,99469000,0.0344,1
15,99478000,0.0002,1
16,99484000,0.0563,1
17,99485000,0.0357,1
18,99487000,0.0126,1
19,99491000,0.0001,1
