,price,quantity,type
0,99257000,0.0864,0
1,99256000,0.002,0
2,99255000,0.01,0
3,99254000,0.0014,0
4,99252000,0.0019,0
5,99251000,0.0031,0
6,99250000,0.3881,0
7,99247000,0.0015,0
8,99245000,0.0111,0
9,99244000,0.0014,0
10,99262000,0.0241,1
11,99269000,0.0012,1
12,99280000,0.1004,1
13,99281000,0.04,1
14,99282000,0.0003,1
15,99287000,0.1713,1
16,99290000,0.021,1
17,99292000,0.0052,1
18,99293000,0.054,1
19,99313000,0.01,1
