,price,quantity,type
0,99487000,0.001,0
1,99486000,0.4249,0
2,99485000,0.0501,0
3,99477000,0.0124,0
4,99476000,0.0001,0
5,99472000,0.001,0
6,99468000,0.0219,0
7,99466000,0.0603,0
8,99460000,0.0057,0
9,99450000,0.0001,0
10,99513000,0.0006,1
11,99521000,0.0036,1
12,99524000,0.0205,1
13,99525000,0.0235,1
14,99536000,0.0047,1
15,99538000,0.442,1
16,99544000,0.0562,1
17,99547000,0.0036,1
18,99551000,0.0002,1
19,99567000,0.0552,1
