,price,quantity,type
0,99514000,0.0002,0
1,99512000,0.1867,0
2,99510000,0.002,0
3,99509000,0.0668,0
4,99503000,0.061,0
5,99502000,1.5433,0
6,99500000,0.1055,0
7,99499000,0.0102,0
8,99493000,0.0117,0
9,99489000,0.0089,0
10,99528000,0.0014,1
11,99552000,0.291,1
12,99557000,0.0239,1
13,99559000,0.0251,1
14,99560000,0.048,1
15,99562000,0.0173,1
16,99563000,0.0002,1
17,99565000,0.0287,1
18,99566000,0.014,1
19,99568000,0.022,1
