,price,quantity,type
0,99607000,0.0001,0
1,99602000,0.0062,0
2,99601000,0.0718,0
3,99600000,0.0012,0
4,99580000,0.0001,0
5,99575000,0.0595,0
6,99567000,0.004,0
7,99566000,0.0057,0
8,99563000,0.0004,0
9,99561000,0.0021,0
10,99619000,0.002,1
11,99620000,0.0001,1
12,99621000,0.0041,1
13,99624000,0.0002,1
14,99629000,0.0417,1
15,99637000,0.0002,1
16,99638000,0.0101,1
17,99640000,0.0001,1
18,99641000,0.1043,1
19,99643000,0.0006,1
