,price,quantity,type
0,99461000,0.015,0
1,99433000,0.0002,0
2,99413000,0.403,0
3,99410000,0.0383,0
4,99409000,0.0247,0
5,99408000,0.013,0
6,99400000,0.0086,0
7,99398000,0.0085,0
8,99397000,0.0,0
9,99390000,0.0097,0
10,99462000,0.0009,1
11,99463000,0.0001,1
12,99464000,0.0063,1
13,99484000,0.0001,1
14,99485000,0.0542,1
15,99486000,0.0117,1
16,99487000,0.0028,1
17,99491000,0.0001,1
18,99492000,0.0099,1
19,99496000,0.0001,1
