,price,quantity,type
0,99583000,0.0169,0
1,99581000,0.0297,0
2,99577000,0.0048,0
3,99575000,0.0099,0
4,99574000,0.0138,0
5,99573000,0.0002,0
6,99572000,0.019,0
7,99571000,0.0001,0
8,99570000,0.0223,0
9,99568000,0.0178,0
10,99597000,0.0148,1
11,99598000,0.0049,1
12,99599000,0.1208,1
13,99600000,4.4318,1
14,99601000,0.0337,1
15,99602000,0.0001,1
16,99603000,0.0016,1
17,99604000,0.0101,1
18,99609000,0.001,1
19,99610000,0.061,1
