,price,quantity,type
0,100158000,0.2912,0
1,100156000,0.0749,0
2,100147000,0.0359,0
3,100145000,0.0741,0
4,100144000,0.0279,0
5,100140000,0.0126,0
6,100139000,0.0365,0
7,100138000,0.0119,0
8,100134000,0.0147,0
9,100133000,0.043,0
10,100159000,0.8552,1
11,100164000,0.0136,1
12,100165000,0.0038,1
13,100169000,0.093,1
14,100170000,0.0001,1
15,100180000,0.0028,1
16,100200000,0.0077,1
17,100201000,0.0217,1
18,100203000,0.0589,1
19,100211000,0.1001,1
